card_id,ssn,bname,fname,lname,email,address,phonenumber
ID000435,560851499,Marie Johnson,Marie,Johnson,mjohnsonc2@cbc.ca,"6 Graedel Street, Richardson, TX",9727014623
ID000436,650876068,Aaron Clark,Aaron,Clark,aclarkc3@geocities.com,"5169 Bashford Point, Plano, TX",2149314554
ID000437,262558913,Anne Campbell,Anne,Campbell,acampbellc4@163.com,"0140 Grover Place, Dallas, TX",2149621673
ID000438,691111485,Janice Garrett,Janice,Garrett,jgarrettc5@i2i.jp,"439 Prentice Hill, Dallas, TX",9729111842
ID000439,772978655,Bobby Johnson,Bobby,Johnson,bjohnsonc6@histats.com,"7 Moulton Crossing, Dallas, TX",4699485326
ID000440,807937008,Fred Welch,Fred,Welch,fwelchc7@techcrunch.com,"0 Lukken Alley, Dallas, TX",2149553447
ID000441,464188734,Laura Chapman,Laura,Chapman,lchapmanc8@google.it,"304 Lunder Hill, Richardson, TX",4698235855
ID000442,307702725,Albert Castillo,Albert,Castillo,acastilloc9@shop-pro.jp,"2 Beilfuss Center, Dallas, TX",2147050297
ID000443,528917558,Julia Oliver,Julia,Oliver,joliverca@dyndns.org,"42421 Farmco Street, Dallas, TX",9727805174
ID000444,408530520,David Russell,David,Russell,drussellcb@mlb.com,"57840 Laurel Alley, Dallas, TX",9728527339
ID000445,520766004,Russell Montgomery,Russell,Montgomery,rmontgomerycc@clickbank.net,"18 Hagan Pass, Dallas, TX",9723896002
ID000446,660908261,Joe Price,Joe,Price,jpricecd@google.cn,"1 Leroy Park, Dallas, TX",2145279098
ID000447,799340025,Anthony Harrison,Anthony,Harrison,aharrisonce@creativecommons.org,"7123 Bunker Hill Junction, Dallas, TX",9729702532
ID000448,870496647,Gregory Hudson,Gregory,Hudson,ghudsoncf@uol.com.br,"42 Park Meadow Park, Dallas, TX",9728839738
ID000449,707638293,Michelle Chapman,Michelle,Chapman,mchapmancg@pbs.org,"29 Rieder Pass, Dallas, TX",9729117317
ID000450,469391386,Chris Bailey,Chris,Bailey,cbaileych@slashdot.org,"8 South Court, Dallas, TX",2149354761
ID000451,553570780,Kevin Wood,Kevin,Wood,kwoodci@php.net,"0 Pierstorff Park, Dallas, TX",4698761298
ID000452,316436159,Louise Spencer,Louise,Spencer,lspencercj@edublogs.org,"4462 Blaine Avenue, Dallas, TX",2148775122
ID000453,455512609,Ruth Lee,Ruth,Lee,rleeck@geocities.jp,"58 Waubesa Avenue, Dallas, TX",4699402041
ID000454,995349938,Carolyn Alexander,Carolyn,Alexander,calexandercl@washingtonpost.com,"634 Judy Pass, Dallas, TX",2148829567
ID000455,149269323,Barbara Rivera,Barbara,Rivera,briveracm@illinois.edu,"93 North Pass, Dallas, TX",9726967148
ID000456,889469650,Adam Mcdonald,Adam,Mcdonald,amcdonaldcn@go.com,"20734 Beilfuss Park, Dallas, TX",9728467469
ID000457,242321789,Sara Graham,Sara,Graham,sgrahamco@reverbnation.com,"4992 Ridgeview Court, Dallas, TX",4695862569
ID000458,900931217,Henry Spencer,Henry,Spencer,hspencercp@etsy.com,"919 7th Plaza, Dallas, TX",2149493097
ID000459,669837441,Lillian Austin,Lillian,Austin,laustincq@ask.com,"8 Eagle Crest Way, Richardson, TX",4699802648
ID000460,989791559,Jerry Pierce,Jerry,Pierce,jpiercecr@reference.com,"16 Charing Cross Center, Dallas, TX",4695463297
ID000461,336447837,Emily Ruiz,Emily,Ruiz,eruizcs@google.fr,"1 Claremont Junction, Plano, TX",2149615149
ID000462,928580480,Lillian Baker,Lillian,Baker,lbakerct@ft.com,"111 Village Plaza, Richardson, TX",4696437532
ID000463,186052080,Ruth Butler,Ruth,Butler,rbutlercu@51.la,"41052 Waubesa Lane, Richardson, TX",9727605201
ID000464,922113673,Catherine Welch,Catherine,Welch,cwelchcv@bluehost.com,"666 Kim Crossing, Dallas, TX",9728952567
ID000465,209549222,Howard Castillo,Howard,Castillo,hcastillocw@themeforest.net,"4069 Oneill Point, Richardson, TX",2143328692
ID000466,352509918,Justin Sanders,Justin,Sanders,jsanderscx@gov.uk,"2 Mayer Junction, Plano, TX",2148837551
ID000467,651148311,Ronald Roberts,Ronald,Roberts,rrobertscy@stanford.edu,"25 South Lane, Dallas, TX",9727031253
ID000468,724315669,Jane Harrison,Jane,Harrison,jharrisoncz@hibu.com,"8070 Clarendon Parkway, Dallas, TX",4699070689
ID000469,506888490,Benjamin Grant,Benjamin,Grant,bgrantd0@bravesites.com,"89750 Kenwood Crossing, Dallas, TX",4699782012
ID000470,581204224,Harry Miller,Harry,Miller,hmillerd1@google.com,"721 High Crossing Court, Dallas, TX",2148679998
ID000471,878060469,Matthew Burke,Matthew,Burke,mburked2@360.cn,"735 Toban Park, Plano, TX",9729153614
ID000472,246123136,Christine Chavez,Christine,Chavez,cchavezd3@behance.net,"560 Atwood Pass, Dallas, TX",2149376446
ID000473,938959106,Eric Hernandez,Eric,Hernandez,ehernandezd4@sohu.com,"80149 Haas Court, Dallas, TX",2149051189
ID000474,734248047,Diana Jones,Diana,Jones,djonesd5@canalblog.com,"499 Pearson Junction, Dallas, TX",4698384299
ID000475,829119179,Janet Rice,Janet,Rice,jriced6@so-net.ne.jp,"35291 Bunker Hill Way, Dallas, TX",2142913432
ID000476,744910994,Diane Ruiz,Diane,Ruiz,druizd7@webs.com,"36 Cambridge Park, Dallas, TX",4698885191
ID000477,981131196,Theresa Russell,Theresa,Russell,trusselld8@ehow.com,"589 Northwestern Park, Dallas, TX",2148511236
ID000478,770005747,Wayne Hunt,Wayne,Hunt,whuntd9@oracle.com,"9818 Westend Center, Plano, TX",4699414660
ID000479,842927572,Virginia Gordon,Virginia,Gordon,vgordonda@example.com,"76 Tony Road, Dallas, TX",2149138462
ID000480,737533435,Gloria Rice,Gloria,Rice,gricedb@cam.ac.uk,"9 Golf View Alley, Dallas, TX",2149209672
ID000481,451562506,Mildred Butler,Mildred,Butler,mbutlerdc@xinhuanet.com,"67 Westerfield Avenue, Dallas, TX",4692834838
ID000482,368381777,Debra West,Debra,West,dwestdd@ed.gov,"4799 Melody Parkway, Richardson, TX",9729666826
ID000483,199369132,Nancy Wheeler,Nancy,Wheeler,nwheelerde@microsoft.com,"737 Doe Crossing Trail, Dallas, TX",9728983947
ID000484,931762866,Lawrence Stone,Lawrence,Stone,lstonedf@tripadvisor.com,"8 Darwin Alley, Richardson, TX",2149499916
ID000485,371288168,Rachel Reyes,Rachel,Reyes,rreyesdg@tmall.com,"6 Anniversary Alley, Richardson, TX",9729396714
ID000486,435694707,Amanda Simpson,Amanda,Simpson,asimpsondh@gnu.org,"15 Dixon Street, Dallas, TX",9727401910
ID000487,235323985,Lori Carroll,Lori,Carroll,lcarrolldi@networkadvertising.org,"213 Forest Point, Dallas, TX",4699588957
ID000488,148556625,Bobby Austin,Bobby,Austin,baustindj@unesco.org,"62352 Pankratz Road, Richardson, TX",9729127272
ID000489,253356885,Brenda Carpenter,Brenda,Carpenter,bcarpenterdk@slashdot.org,"6664 Prairie Rose Point, Dallas, TX",2149861471
ID000490,817441979,Sharon Mason,Sharon,Mason,smasondl@google.pl,"33 Moulton Lane, Dallas, TX",9729011745
ID000491,639314924,Joshua Ross,Joshua,Ross,jrossdm@netvibes.com,"4376 Kropf Road, Dallas, TX",2149154707
ID000492,926531333,Melissa Mccoy,Melissa,Mccoy,mmccoydn@fc2.com,"08770 Moland Lane, Richardson, TX",4699264571
ID000493,728549849,Bobby Kelly,Bobby,Kelly,bkellydo@altervista.org,"79 Burning Wood Pass, Dallas, TX",2148601350
ID000494,846650817,Jennifer Ortiz,Jennifer,Ortiz,jortizdp@ucoz.com,"25989 Mccormick Drive, Dallas, TX",4698747030
ID000495,810704323,Chris Carter,Chris,Carter,ccarterdq@comsenz.com,"50486 Grim Alley, Dallas, TX",4699161204
ID000496,919266378,Christopher Gonzales,Christopher,Gonzales,cgonzalesdr@arizona.edu,"49163 Moose Point, Dallas, TX",2149596901
ID000497,966294430,Albert Gibson,Albert,Gibson,agibsonds@uol.com.br,"90 Lillian Trail, Dallas, TX",4699517990
ID000498,435999670,Doris Rose,Doris,Rose,drosedt@newyorker.com,"1891 Melrose Terrace, Richardson, TX",9728494915
ID000499,416216778,Marilyn Jordan,Marilyn,Jordan,mjordandu@technorati.com,"61 Eagle Crest Junction, Richardson, TX",2147963512
ID000500,306680158,Joe Bowman,Joe,Bowman,jbowmandv@marketwatch.com,"26225 8th Road, Dallas, TX",9728828221
ID000501,840123188,Denise Price,Denise,Price,dpricedw@sfgate.com,"46 Knutson Drive, Richardson, TX",9724889450
ID000502,332410512,Evelyn Edwards,Evelyn,Edwards,eedwardsdx@arstechnica.com,"7867 Nancy Park, Dallas, TX",9722091095
ID000503,196027403,Kimberly Hernandez,Kimberly,Hernandez,khernandezdy@parallels.com,"2 Buell Drive, Dallas, TX",4697796890
ID000504,388551450,Norma Boyd,Norma,Boyd,nboyddz@hao123.com,"35 Service Court, Dallas, TX",9728337491
ID000505,395167095,Sharon Ramos,Sharon,Ramos,sramose0@quantcast.com,"39 Daystar Hill, Dallas, TX",2148987050
ID000506,541255056,Rachel Riley,Rachel,Riley,rrileye1@wordpress.org,"01017 Jay Plaza, Dallas, TX",9728038359
ID000507,132588039,Randy Jenkins,Randy,Jenkins,rjenkinse2@mozilla.org,"794 Buena Vista Road, Dallas, TX",4698949345
ID000508,774384043,John Clark,John,Clark,jclarke3@linkedin.com,"0708 North Terrace, Dallas, TX",4699181359
ID000509,495550985,Ruby Hansen,Ruby,Hansen,rhansene4@acquirethisname.com,"8756 Wayridge Drive, Dallas, TX",4699414442
ID000510,739909261,Ashley Peters,Ashley,Peters,apeterse5@state.gov,"28880 4th Alley, Dallas, TX",9728934339
ID000511,377638268,Albert Garcia,Albert,Garcia,agarciae6@redcross.org,"0 Maple Terrace, Plano, TX",9729317094
ID000512,150302288,Clarence Holmes,Clarence,Holmes,cholmese7@pinterest.com,"291 1st Terrace, Richardson, TX",2149526641
ID000513,849928312,Julie Parker,Julie,Parker,jparkere8@usnews.com,"3377 Dahle Street, Dallas, TX",2148769952
ID000514,953431417,Michael Martinez,Michael,Martinez,mmartineze9@wordpress.org,"0967 Melrose Avenue, Dallas, TX",2149358776
ID000515,337868085,William Berry,William,Berry,wberryea@sogou.com,"9 Hagan Street, Dallas, TX",2148851966
ID000516,465958833,Gerald Burke,Gerald,Burke,gburkeeb@squarespace.com,"5175 Florence Center, Dallas, TX",4699997380
ID000517,960839340,Linda Rodriguez,Linda,Rodriguez,lrodriguezec@edublogs.org,"2427 Reindahl Park, Dallas, TX",9726645725
ID000518,709911641,Terry Stephens,Terry,Stephens,tstephensed@marketwatch.com,"27291 Farragut Court, Dallas, TX",9728900078
ID000519,423064282,Timothy Hunt,Timothy,Hunt,thuntee@tripadvisor.com,"4219 Westport Hill, Richardson, TX",2149501960
ID000520,622299732,Richard Cruz,Richard,Cruz,rcruzef@arizona.edu,"813 Darwin Avenue, Dallas, TX",9728892210
ID000521,631128701,Gregory Gomez,Gregory,Gomez,ggomezeg@free.fr,"3993 American Circle, Dallas, TX",9728678273
ID000522,699590681,Louise Garza,Louise,Garza,lgarzaeh@naver.com,"14760 Bobwhite Terrace, Dallas, TX",4698937918
ID000523,762638070,James Adams,James,Adams,jadamsei@mlb.com,"055 Alpine Way, Richardson, TX",9729254501
ID000524,149421309,Victor Gardner,Victor,Gardner,vgardnerej@yahoo.com,"12141 Corscot Junction, Dallas, TX",9729622925
ID000525,531675941,Ernest Lane,Ernest,Lane,elaneek@army.mil,"66226 Nova Way, Plano, TX",4699996823
ID000526,156631943,Joe Griffin,Joe,Griffin,jgriffinel@google.ca,"205 Fuller Plaza, Dallas, TX",4699124055
ID000527,664384205,Sean Kelly,Sean,Kelly,skellyem@typepad.com,"3 Gerald Court, Dallas, TX",2149709971
ID000528,662877945,Angela Turner,Angela,Turner,aturneren@xrea.com,"53 Colorado Pass, Plano, TX",4699452673
ID000529,678628472,Jerry Howard,Jerry,Howard,jhowardeo@sohu.com,"68198 Monterey Parkway, Dallas, TX",9729363734
ID000530,216372770,Ashley Lopez,Ashley,Lopez,alopezep@ucla.edu,"405 Hovde Way, Dallas, TX",9729564194
ID000531,302510303,Albert Marshall,Albert,Marshall,amarshalleq@miibeian.gov.cn,"933 Claremont Avenue, Dallas, TX",9727718796
ID000532,194033629,Michelle Williams,Michelle,Williams,mwilliamser@ask.com,"07 Marquette Road, Dallas, TX",4699217056
ID000533,303318810,Sharon Wells,Sharon,Wells,swellses@youtube.com,"23 Twin Pines Parkway, Dallas, TX",9728415472
ID000534,785254186,Doris Gordon,Doris,Gordon,dgordonet@springer.com,"358 Pearson Court, Dallas, TX",4699451043
ID000535,395228160,Patricia Long,Patricia,Long,plongeu@abc.net.au,"76 Jana Place, Plano, TX",4697112650
ID000536,374216461,Helen Lee,Helen,Lee,hleeev@theglobeandmail.com,"65137 Summerview Crossing, Dallas, TX",4696568757
ID000537,746771077,Kimberly Collins,Kimberly,Collins,kcollinsew@omniture.com,"9629 Delaware Crossing, Dallas, TX",4697893606
ID000538,376272540,Mary Dunn,Mary,Dunn,mdunnex@google.ru,"6848 Sunbrook Parkway, Dallas, TX",2149612821
ID000539,756453967,Amy Harper,Amy,Harper,aharperey@hud.gov,"5863 Boyd Drive, Dallas, TX",2149883185
ID000540,873253246,Bobby Long,Bobby,Long,blongez@xrea.com,"35 Paget Circle, Plano, TX",2149101295
ID000541,447508678,Sara Young,Sara,Young,syoungf0@de.vu,"71916 Sherman Point, Plano, TX",9729182624
ID000542,303613106,Kathy Oliver,Kathy,Oliver,koliverf1@tinyurl.com,"0 Victoria Junction, Dallas, TX",9727848364
ID000543,693546232,Ruby Ray,Ruby,Ray,rrayf2@usatoday.com,"17 Hermina Point, Dallas, TX",2149871219
ID000544,107164727,Lori Schmidt,Lori,Schmidt,lschmidtf3@1und1.de,"181 Rowland Hill, Dallas, TX",4697866455
ID000545,160602907,Raymond Fox,Raymond,Fox,rfoxf4@infoseek.co.jp,"1 Farwell Avenue, Dallas, TX",2149860132
ID000546,192573114,Nancy Turner,Nancy,Turner,nturnerf5@timesonline.co.uk,"1 Vermont Alley, Dallas, TX",2149844444
ID000547,214137727,Gregory Richards,Gregory,Richards,grichardsf6@google.nl,"9 Vidon Street, Dallas, TX",2149115776
ID000548,480372448,Lawrence Perez,Lawrence,Perez,lperezf7@dagondesign.com,"6441 Derek Junction, Dallas, TX",9729327049
ID000549,279032319,Thomas Pierce,Thomas,Pierce,tpiercef8@people.com.cn,"73803 Prairieview Alley, Dallas, TX",2148377005
ID000550,860315301,Steve Larson,Steve,Larson,slarsonf9@economist.com,"6 Nobel Trail, Dallas, TX",4698188073
ID000551,375320893,Aaron Coleman,Aaron,Coleman,acolemanfa@creativecommons.org,"62 Golden Leaf Crossing, Plano, TX",9729657245
ID000552,335175061,Joe Daniels,Joe,Daniels,jdanielsfb@who.int,"916 Marcy Way, Richardson, TX",9728527588
ID000553,273163483,Theresa Porter,Theresa,Porter,tporterfc@mozilla.org,"8868 Blaine Pass, Dallas, TX",2148412263
ID000554,690784766,Kathleen Crawford,Kathleen,Crawford,kcrawfordfd@google.es,"44 Elmside Place, Dallas, TX",2144662521
ID000555,371489808,Joe Bradley,Joe,Bradley,jbradleyfe@cyberchimps.com,"90362 Kipling Plaza, Dallas, TX",2149349993
ID000556,957050987,Paul Jacobs,Paul,Jacobs,pjacobsff@typepad.com,"512 Tennessee Place, Dallas, TX",2148428747
ID000557,229108054,Andrew Reid,Andrew,Reid,areidfg@yandex.ru,"7654 Moland Terrace, Dallas, TX",9726104548
ID000558,714898210,Ralph George,Ralph,George,rgeorgefh@squarespace.com,"072 Merchant Trail, Dallas, TX",9729176796
ID000559,401335380,Jeremy Brown,Jeremy,Brown,jbrownfi@biblegateway.com,"2 Old Shore Park, Plano, TX",4699823476
ID000560,953585532,Nicholas Kennedy,Nicholas,Kennedy,nkennedyfj@geocities.com,"2067 Jana Parkway, Dallas, TX",2149516843
ID000561,818634715,Ronald Wells,Ronald,Wells,rwellsfk@cbslocal.com,"37 Prairieview Parkway, Plano, TX",4696723875
ID000562,984160277,Albert Gilbert,Albert,Gilbert,agilbertfl@dion.ne.jp,"7169 Scoville Avenue, Dallas, TX",9725997668
ID000563,762909837,Jason Turner,Jason,Turner,jturnerfm@google.com.hk,"208 Summit Park, Dallas, TX",9729197729
ID000564,229266155,Arthur Spencer,Arthur,Spencer,aspencerfn@pinterest.com,"624 Kropf Terrace, Dallas, TX",4697904776
ID000565,673359377,Bonnie Ray,Bonnie,Ray,brayfo@soup.io,"20935 Vahlen Pass, Dallas, TX",4696900504
ID000566,414826319,Carol Ryan,Carol,Ryan,cryanfp@boston.com,"43 Sloan Avenue, Dallas, TX",4699593742
ID000567,832184025,Kevin Little,Kevin,Little,klittlefq@nasa.gov,"244 Tony Center, Dallas, TX",2148656806
ID000568,562281756,Todd Hall,Todd,Hall,thallfr@wp.com,"3896 Corscot Circle, Dallas, TX",2146237406
ID000569,243204627,Ralph Hart,Ralph,Hart,rhartfs@tamu.edu,"16083 Lillian Crossing, Dallas, TX",4699161028
ID000570,152911428,Ruby Martin,Ruby,Martin,rmartinft@omniture.com,"6 Merry Trail, Dallas, TX",4697811733
ID000571,200924036,Julia Kim,Julia,Kim,jkimfu@apache.org,"30 Corscot Terrace, Richardson, TX",9728268872
ID000572,869202424,Lawrence Reyes,Lawrence,Reyes,lreyesfv@t-online.de,"70001 Lunder Pass, Plano, TX",4699527199
ID000573,766566664,Ronald Rivera,Ronald,Rivera,rriverafw@umn.edu,"0 Fuller Trail, Dallas, TX",4699776988
ID000574,966339584,Kenneth Medina,Kenneth,Medina,kmedinafx@cocolog-nifty.com,"652 Melody Avenue, Dallas, TX",4698152235
ID000575,761709256,Angela Clark,Angela,Clark,aclarkfy@gravatar.com,"916 Elka Place, Dallas, TX",9727269437
ID000576,191210161,Diane Brown,Diane,Brown,dbrownfz@rakuten.co.jp,"4221 Petterle Junction, Plano, TX",9726337951
ID000577,597211875,Jack Ward,Jack,Ward,jwardg0@ustream.tv,"00625 Warner Street, Dallas, TX",9728024440
ID000578,175990098,Roger Powell,Roger,Powell,rpowellg1@free.fr,"48387 Corben Junction, Dallas, TX",2148036520
ID000579,541562611,Rachel Cook,Rachel,Cook,rcookg2@bing.com,"214 Eastwood Hill, Dallas, TX",2148623951
ID000580,454078145,Karen Burke,Karen,Burke,kburkeg3@edublogs.org,"09242 Victoria Plaza, Dallas, TX",4698977697
ID000581,947351972,Kimberly Robinson,Kimberly,Robinson,krobinsong4@blog.com,"26233 Oneill Junction, Dallas, TX",2148102174
ID000582,679656095,Samuel Bryant,Samuel,Bryant,sbryantg5@about.me,"95 Pearson Pass, Dallas, TX",9725096994
ID000583,522265924,Russell Berry,Russell,Berry,rberryg6@icio.us,"27 Moose Plaza, Plano, TX",2149697916
ID000584,624877517,Paula Frazier,Paula,Frazier,pfrazierg7@i2i.jp,"713 Havey Court, Dallas, TX",4697047407
ID000585,502800344,Anna Rice,Anna,Rice,ariceg8@springer.com,"9 Lunder Center, Dallas, TX",4699601948
ID000586,385994195,Diane Stanley,Diane,Stanley,dstanleyg9@amazon.com,"96 Roth Hill, Richardson, TX",2149558100
ID000587,678088971,Billy Snyder,Billy,Snyder,bsnyderga@i2i.jp,"8170 Clarendon Crossing, Dallas, TX",9728838736
ID000588,850269485,Juan Bailey,Juan,Bailey,jbaileygb@japanpost.jp,"6 Logan Crossing, Plano, TX",9729549785
ID000589,119174689,Patricia Green,Patricia,Green,pgreengc@mtv.com,"27001 Mayfield Street, Dallas, TX",9728801670
ID000590,640578903,Louise Harrison,Louise,Harrison,lharrisongd@bloomberg.com,"4383 Forest Dale Hill, Plano, TX",9725916825
ID000591,915815067,Scott Cunningham,Scott,Cunningham,scunninghamge@latimes.com,"1312 Kinsman Terrace, Dallas, TX",4699408227
ID000592,287082149,Steve White,Steve,White,swhitegf@fc2.com,"57 Vera Lane, Dallas, TX",9725733704
ID000593,915626265,Brandon Jones,Brandon,Jones,bjonesgg@loc.gov,"8845 Blackbird Terrace, Dallas, TX",2149828588
ID000594,622622819,Rebecca Reed,Rebecca,Reed,rreedgh@google.de,"012 Sunbrook Place, Plano, TX",4698001493
ID000595,330901862,Kelly Hawkins,Kelly,Hawkins,khawkinsgi@prweb.com,"517 Bay Crossing, Dallas, TX",9728392019
ID000596,159374167,Kenneth Hudson,Kenneth,Hudson,khudsongj@rambler.ru,"16 Porter Trail, Dallas, TX",9729777399
ID000597,332962350,Tammy Butler,Tammy,Butler,tbutlergk@mtv.com,"0897 Amoth Hill, Dallas, TX",2149348616
ID000598,179136812,Steven Lane,Steven,Lane,slanegl@unc.edu,"0185 Hollow Ridge Street, Dallas, TX",2149930045
ID000599,640945337,Jean West,Jean,West,jwestgm@buzzfeed.com,"5487 Tomscot Place, Plano, TX",2148144521
ID000600,381834152,Keith Mason,Keith,Mason,kmasongn@tripadvisor.com,"1 Norway Maple Park, Richardson, TX",4692377698
ID000601,480061832,Jose Morales,Jose,Morales,jmoralesgo@ed.gov,"36703 Pennsylvania Center, Dallas, TX",2149368952
ID000602,360262573,Johnny Harris,Johnny,Harris,jharrisgp@apple.com,"816 Ramsey Pass, Dallas, TX",2148008878
ID000603,271803746,Harold Romero,Harold,Romero,hromerogq@trellian.com,"864 Clove Plaza, Dallas, TX",9729587058
ID000604,161602246,Jose Phillips,Jose,Phillips,jphillipsgr@wiley.com,"726 Farwell Road, Dallas, TX",4699227795
ID000605,968213159,Tina Nguyen,Tina,Nguyen,tnguyengs@diigo.com,"7814 Fairview Avenue, Dallas, TX",2148582813
ID000606,994007169,Michelle Hill,Michelle,Hill,mhillgt@taobao.com,"70 Jana Plaza, Plano, TX",2148054933
ID000607,164070343,Henry Powell,Henry,Powell,hpowellgu@symantec.com,"1 Arapahoe Plaza, Dallas, TX",4698619090
ID000608,491057221,Donna Nelson,Donna,Nelson,dnelsongv@reverbnation.com,"4 Homewood Alley, Dallas, TX",4697009754
ID000609,511954134,Louis Perry,Louis,Perry,lperrygw@hatena.ne.jp,"1655 Heffernan Pass, Dallas, TX",2148203573
ID000610,196784374,Paul Lee,Paul,Lee,pleegx@google.de,"41406 Ridge Oak Parkway, Dallas, TX",9728106175
ID000611,112602094,Diana King,Diana,King,dkinggy@bluehost.com,"65113 Saint Paul Court, Dallas, TX",9727489174
ID000612,376036774,Evelyn Campbell,Evelyn,Campbell,ecampbellgz@unblog.fr,"68 Mifflin Court, Dallas, TX",2147434130
ID000613,277815111,Louis Howard,Louis,Howard,lhowardh0@purevolume.com,"0 Lyons Park, Dallas, TX",9729413029
ID000614,658051653,Irene Robinson,Irene,Robinson,irobinsonh1@howstuffworks.com,"04 Fairfield Parkway, Dallas, TX",4699436537
ID000615,155872365,Alice Armstrong,Alice,Armstrong,aarmstrongh2@tumblr.com,"7068 Derek Alley, Dallas, TX",2149116490
ID000616,665028900,Eugene Woods,Eugene,Woods,ewoodsh3@mit.edu,"56245 Graceland Way, Dallas, TX",9728328839
ID000617,670325349,Louis Taylor,Louis,Taylor,ltaylorh4@bloglines.com,"09508 Thackeray Center, Dallas, TX",2149320979
ID000618,416312379,Deborah Owens,Deborah,Owens,dowensh5@domainmarket.com,"12322 Hayes Center, Dallas, TX",2149711946
ID000619,346414220,Marilyn Collins,Marilyn,Collins,mcollinsh6@booking.com,"305 1st Crossing, Dallas, TX",9729274971
ID000620,475067256,Virginia Gonzalez,Virginia,Gonzalez,vgonzalezh7@list-manage.com,"03722 Huxley Point, Dallas, TX",2148643430
ID000621,701285911,Helen Ryan,Helen,Ryan,hryanh8@nps.gov,"51 Kennedy Parkway, Dallas, TX",2149880720
ID000622,646841183,John Myers,John,Myers,jmyersh9@pen.io,"4 Mendota Junction, Dallas, TX",2144370969
ID000623,748141656,Mary Collins,Mary,Collins,mcollinsha@prweb.com,"261 Almo Alley, Dallas, TX",4699875918
ID000624,802790419,Raymond Carter,Raymond,Carter,rcarterhb@dmoz.org,"71 Eastwood Way, Dallas, TX",9728910800
ID000625,124079804,Mary Ramos,Mary,Ramos,mramoshc@tripod.com,"6 Anderson Lane, Plano, TX",2149890536
ID000626,311305644,Kathy Ferguson,Kathy,Ferguson,kfergusonhd@hibu.com,"20 7th Place, Dallas, TX",2146077944
ID000627,156048304,Clarence Morales,Clarence,Morales,cmoraleshe@joomla.org,"4645 Homewood Trail, Plano, TX",2149000324
ID000628,590287564,Teresa Campbell,Teresa,Campbell,tcampbellhf@si.edu,"0241 Bultman Point, Dallas, TX",2149300030
ID000629,157330075,Roger Nguyen,Roger,Nguyen,rnguyenhg@hc360.com,"249 Marquette Center, Dallas, TX",9729318604
ID000630,326208507,Phyllis Long,Phyllis,Long,plonghh@cnn.com,"9 Bluestem Circle, Dallas, TX",9726617458
ID000631,536175051,Michael Taylor,Michael,Taylor,mtaylorhi@bandcamp.com,"18398 Florence Place, Dallas, TX",9728337591
ID000632,906452011,John Watkins,John,Watkins,jwatkinshj@webeden.co.uk,"1669 Ridgeview Hill, Richardson, TX",2149250299
ID000633,336892349,Carolyn Garcia,Carolyn,Garcia,cgarciahk@typepad.com,"9 Dapin Trail, Dallas, TX",2149202780
ID000634,255256148,Donald Phillips,Donald,Phillips,dphillipshl@google.fr,"7 Alpine Alley, Dallas, TX",2148136913
ID000635,292880298,Deborah Watson,Deborah,Watson,dwatsonhm@bluehost.com,"75 Carey Parkway, Dallas, TX",4698091498
ID000636,640786255,Annie Shaw,Annie,Shaw,ashawhn@answers.com,"66820 Bunting Plaza, Dallas, TX",9729656678
ID000637,847478564,Alan Price,Alan,Price,apriceho@tinyurl.com,"84 Rutledge Junction, Dallas, TX",9727765854
ID000638,126263636,Kathryn Morrison,Kathryn,Morrison,kmorrisonhp@oracle.com,"59100 Onsgard Crossing, Dallas, TX",9728751440
ID000639,471616333,Christopher Johnson,Christopher,Johnson,cjohnsonhq@hp.com,"777 Ludington Terrace, Dallas, TX",9726799556
ID000640,439038518,Joshua Bishop,Joshua,Bishop,jbishophr@si.edu,"0 Grim Place, Dallas, TX",2146005143
ID000641,391222309,Ernest Jones,Ernest,Jones,ejoneshs@liveinternet.ru,"8085 Weeping Birch Alley, Dallas, TX",9729481978
ID000642,897346632,Melissa Banks,Melissa,Banks,mbanksht@google.es,"578 Reindahl Trail, Dallas, TX",9729932150
ID000643,985722421,Arthur Lane,Arthur,Lane,alanehu@admin.ch,"26696 Steensland Court, Plano, TX",2149598756
ID000644,325856108,Joyce Perkins,Joyce,Perkins,jperkinshv@nhs.uk,"8 Bluestem Park, Dallas, TX",9729425394
ID000645,506851419,Judith Sullivan,Judith,Sullivan,jsullivanhw@nifty.com,"95194 Badeau Trail, Dallas, TX",9728908729
ID000646,103273706,Billy Johnson,Billy,Johnson,bjohnsonhx@si.edu,"95272 Kensington Plaza, Dallas, TX",9728235333
ID000647,378579726,Marie Bell,Marie,Bell,mbellhy@ucoz.com,"74 Anderson Avenue, Dallas, TX",4699910533
ID000648,764947005,Jimmy Ford,Jimmy,Ford,jfordhz@cpanel.net,"14311 Merchant Court, Dallas, TX",4699373556
ID000649,667375162,Alice Mccoy,Alice,Mccoy,amccoyi0@ifeng.com,"6 Nelson Avenue, Dallas, TX",4698487697
ID000650,946025323,Richard Matthews,Richard,Matthews,rmatthewsi1@chronoengine.com,"121 Warrior Alley, Dallas, TX",9729630887
ID000651,143593681,Daniel Foster,Daniel,Foster,dfosteri2@nymag.com,"84 Charing Cross Avenue, Dallas, TX",9728380899
ID000652,251350397,Earl Banks,Earl,Banks,ebanksi3@theglobeandmail.com,"0 Lindbergh Place, Dallas, TX",9729219987
ID000653,709471259,Scott Rogers,Scott,Rogers,srogersi4@reverbnation.com,"9 Gulseth Circle, Dallas, TX",4699367824
